,ANIO,MES,LOCALIDAD,COD_UPZ,Cluster
590,2020,10,USME,57,0
591,2020,10,USME,58,1
592,2020,10,USME,61,0
593,2020,11,ANTONIO NARIÃ‘O,35,1
594,2020,11,ANTONIO NARIÃ‘O,38,1
595,2020,11,BARRIOS UNIDOS,103,1
596,2020,11,BARRIOS UNIDOS,21,1
597,2020,11,BARRIOS UNIDOS,22,1
598,2020,11,BARRIOS UNIDOS,98,2
599,2020,11,BOSA,49,1
600,2020,11,BOSA,84,0
601,2020,11,BOSA,85,1
602,2020,11,BOSA,86,1
603,2020,11,CANDELARIA,94,1
604,2020,11,CHAPINERO,88,1
605,2020,11,CHAPINERO,90,1
606,2020,11,CHAPINERO,97,2
607,2020,11,CHAPINERO,99,2
608,2020,11,KENNEDY,113,1
609,2020,11,KENNEDY,44,2
610,2020,11,KENNEDY,46,0
611,2020,11,KENNEDY,48,1
612,2020,11,KENNEDY,79,2
613,2020,11,PUENTE ARANDA,108,1
614,2020,11,PUENTE ARANDA,111,1
615,2020,11,PUENTE ARANDA,40,1
616,2020,11,PUENTE ARANDA,41,1
617,2020,11,RAFAEL URIBE URIBE,39,1
618,2020,11,RAFAEL URIBE URIBE,53,1
619,2020,11,RAFAEL URIBE URIBE,54,1
620,2020,11,SANTA FE,91,2
621,2020,11,SANTA FE,93,2
622,2020,11,SUBA,17,1
623,2020,11,SUBA,18,2
624,2020,11,SUBA,19,0
625,2020,11,SUBA,2,1
626,2020,11,SUBA,20,1
627,2020,11,SUBA,23,0
628,2020,11,SUBA,24,2
629,2020,11,SUBA,25,1
630,2020,11,SUBA,27,0
631,2020,11,SUBA,28,1
632,2020,11,SUBA,3,0
633,2020,11,TEUSAQUILLO,100,1
634,2020,11,TEUSAQUILLO,101,1
635,2020,11,TEUSAQUILLO,106,1
636,2020,11,TEUSAQUILLO,107,2
637,2020,11,TUNJUELITO,42,1
638,2020,11,TUNJUELITO,62,1
639,2020,11,USAQUÃ‰N,10,0
640,2020,11,USAQUÃ‰N,11,1
641,2020,11,USAQUÃ‰N,12,1
642,2020,11,USAQUÃ‰N,13,2
643,2020,11,USAQUÃ‰N,14,2
644,2020,11,USAQUÃ‰N,15,1
645,2020,11,USAQUÃ‰N,16,2
646,2020,11,USAQUÃ‰N,9,0
647,2020,11,USME,56,1
648,2020,11,USME,57,1
649,2020,11,USME,58,1
650,2020,11,USME,61,1
651,2020,12,ANTONIO NARIÃ‘O,35,1
652,2020,12,ANTONIO NARIÃ‘O,38,1
653,2020,12,BARRIOS UNIDOS,103,1
654,2020,12,BARRIOS UNIDOS,21,1
655,2020,12,BARRIOS UNIDOS,22,1
656,2020,12,BARRIOS UNIDOS,98,2
657,2020,12,BOSA,49,1
658,2020,12,BOSA,84,0
659,2020,12,BOSA,85,1
660,2020,12,BOSA,86,1
661,2020,12,CANDELARIA,94,1
662,2020,12,CHAPINERO,88,1
663,2020,12,CHAPINERO,90,1
664,2020,12,CHAPINERO,97,2
665,2020,12,CHAPINERO,99,2
666,2020,12,KENNEDY,113,1
667,2020,12,KENNEDY,44,2
668,2020,12,KENNEDY,45,1
669,2020,12,KENNEDY,46,1
670,2020,12,KENNEDY,48,1
671,2020,12,KENNEDY,79,2
672,2020,12,PUENTE ARANDA,108,1
673,2020,12,PUENTE ARANDA,111,1
674,2020,12,PUENTE ARANDA,40,1
675,2020,12,PUENTE ARANDA,41,1
676,2020,12,RAFAEL URIBE URIBE,39,1
677,2020,12,RAFAEL URIBE URIBE,53,1
678,2020,12,RAFAEL URIBE URIBE,54,0
679,2020,12,SANTA FE,91,2
680,2020,12,SANTA FE,93,2
681,2020,12,SUBA,17,1
682,2020,12,SUBA,18,2
683,2020,12,SUBA,19,1
684,2020,12,SUBA,2,1
685,2020,12,SUBA,20,1
686,2020,12,SUBA,23,2
687,2020,12,SUBA,24,2
688,2020,12,SUBA,25,1
689,2020,12,SUBA,27,0
690,2020,12,SUBA,28,1
691,2020,12,SUBA,3,0
692,2020,12,TEUSAQUILLO,100,1
693,2020,12,TEUSAQUILLO,101,1
694,2020,12,TEUSAQUILLO,106,1
695,2020,12,TEUSAQUILLO,107,2
696,2020,12,TUNJUELITO,42,1
697,2020,12,TUNJUELITO,62,1
698,2020,12,USAQUÃ‰N,10,0
699,2020,12,USAQUÃ‰N,11,1
700,2020,12,USAQUÃ‰N,12,1
701,2020,12,USAQUÃ‰N,13,2
702,2020,12,USAQUÃ‰N,14,2
703,2020,12,USAQUÃ‰N,15,1
704,2020,12,USAQUÃ‰N,16,2
705,2020,12,USAQUÃ‰N,9,1
706,2020,12,USME,56,1
707,2020,12,USME,57,0
708,2020,12,USME,58,1
709,2020,12,USME,61,0
710,2021,1,ANTONIO NARIÃ‘O,35,1
711,2021,1,ANTONIO NARIÃ‘O,38,1
712,2021,1,BARRIOS UNIDOS,103,1
713,2021,1,BARRIOS UNIDOS,21,1
714,2021,1,BARRIOS UNIDOS,22,1
715,2021,1,BARRIOS UNIDOS,98,2
716,2021,1,BOSA,49,0
717,2021,1,BOSA,84,0
718,2021,1,BOSA,85,1
719,2021,1,CANDELARIA,94,1
720,2021,1,CHAPINERO,88,1
721,2021,1,CHAPINERO,90,1
722,2021,1,CHAPINERO,97,2
723,2021,1,CHAPINERO,99,2
724,2021,1,KENNEDY,113,1
725,2021,1,KENNEDY,44,1
726,2021,1,KENNEDY,45,1
727,2021,1,KENNEDY,46,1
728,2021,1,KENNEDY,48,1
729,2021,1,KENNEDY,79,2
730,2021,1,PUENTE ARANDA,108,1
731,2021,1,PUENTE ARANDA,111,1
732,2021,1,PUENTE ARANDA,40,0
733,2021,1,PUENTE ARANDA,41,1
734,2021,1,RAFAEL URIBE URIBE,39,1
735,2021,1,RAFAEL URIBE URIBE,53,1
736,2021,1,RAFAEL URIBE URIBE,54,1
737,2021,1,SANTA FE,91,2
738,2021,1,SANTA FE,93,2
739,2021,1,SUBA,17,1
740,2021,1,SUBA,18,2
741,2021,1,SUBA,19,1
742,2021,1,SUBA,2,1
743,2021,1,SUBA,20,1
744,2021,1,SUBA,23,0
745,2021,1,SUBA,24,2
746,2021,1,SUBA,25,1
747,2021,1,SUBA,27,1
748,2021,1,SUBA,28,1
749,2021,1,SUBA,3,1
750,2021,1,TEUSAQUILLO,100,1
751,2021,1,TEUSAQUILLO,101,1
752,2021,1,TEUSAQUILLO,106,1
753,2021,1,TEUSAQUILLO,107,2
754,2021,1,TUNJUELITO,42,1
755,2021,1,USAQUÃ‰N,10,0
756,2021,1,USAQUÃ‰N,11,1
757,2021,1,USAQUÃ‰N,12,1
758,2021,1,USAQUÃ‰N,13,2
759,2021,1,USAQUÃ‰N,14,2
760,2021,1,USAQUÃ‰N,15,1
761,2021,1,USAQUÃ‰N,16,2
762,2021,1,USAQUÃ‰N,9,1
763,2021,1,USME,56,1
764,2021,1,USME,57,0
765,2021,1,USME,58,1
766,2021,1,USME,61,1
767,2021,2,ANTONIO NARIÃ‘O,35,1
768,2021,2,ANTONIO NARIÃ‘O,38,1
769,2021,2,BARRIOS UNIDOS,103,1
770,2021,2,BARRIOS UNIDOS,21,1
771,2021,2,BARRIOS UNIDOS,22,1
772,2021,2,BARRIOS UNIDOS,98,2
773,2021,2,BOSA,49,1
774,2021,2,BOSA,84,0
775,2021,2,BOSA,85,1
776,2021,2,CANDELARIA,94,1
777,2021,2,CHAPINERO,88,1
778,2021,2,CHAPINERO,90,1
779,2021,2,CHAPINERO,97,2
780,2021,2,CHAPINERO,99,2
781,2021,2,KENNEDY,113,1
782,2021,2,KENNEDY,44,1
783,2021,2,KENNEDY,45,1
784,2021,2,KENNEDY,46,1
785,2021,2,KENNEDY,48,1
786,2021,2,KENNEDY,79,2
787,2021,2,KENNEDY,81,1
788,2021,2,PUENTE ARANDA,108,1
789,2021,2,PUENTE ARANDA,111,1
790,2021,2,PUENTE ARANDA,40,1
791,2021,2,PUENTE ARANDA,41,1
792,2021,2,RAFAEL URIBE URIBE,39,1
793,2021,2,RAFAEL URIBE URIBE,53,1
794,2021,2,RAFAEL URIBE URIBE,54,1
795,2021,2,SANTA FE,91,2
796,2021,2,SANTA FE,92,1
797,2021,2,SANTA FE,93,2
798,2021,2,SUBA,17,1
799,2021,2,SUBA,18,2
800,2021,2,SUBA,19,1
801,2021,2,SUBA,2,1
802,2021,2,SUBA,20,1
803,2021,2,SUBA,23,0
804,2021,2,SUBA,24,2
805,2021,2,SUBA,25,1
806,2021,2,SUBA,27,0
807,2021,2,SUBA,28,1
808,2021,2,SUBA,3,1
809,2021,2,TEUSAQUILLO,100,1
810,2021,2,TEUSAQUILLO,101,1
811,2021,2,TEUSAQUILLO,106,1
812,2021,2,TEUSAQUILLO,107,2
813,2021,2,TUNJUELITO,42,1
814,2021,2,USAQUÃ‰N,10,2
815,2021,2,USAQUÃ‰N,11,1
816,2021,2,USAQUÃ‰N,12,1
817,2021,2,USAQUÃ‰N,13,2
818,2021,2,USAQUÃ‰N,14,2
819,2021,2,USAQUÃ‰N,15,1
820,2021,2,USAQUÃ‰N,16,2
821,2021,2,USAQUÃ‰N,9,1
822,2021,2,USME,56,0
823,2021,2,USME,57,0
824,2021,2,USME,58,1
825,2021,2,USME,61,0
826,2021,3,ANTONIO NARIÃ‘O,35,1
827,2021,3,ANTONIO NARIÃ‘O,38,0
828,2021,3,BARRIOS UNIDOS,103,1
829,2021,3,BARRIOS UNIDOS,21,1
830,2021,3,BARRIOS UNIDOS,22,1
831,2021,3,BARRIOS UNIDOS,98,2
832,2021,3,BOSA,49,1
833,2021,3,BOSA,84,0
834,2021,3,BOSA,85,0
835,2021,3,BOSA,86,1
836,2021,3,CANDELARIA,94,1
837,2021,3,CHAPINERO,88,1
838,2021,3,CHAPINERO,90,1
839,2021,3,CHAPINERO,97,2
840,2021,3,CHAPINERO,99,0
841,2021,3,KENNEDY,113,1
842,2021,3,KENNEDY,44,2
843,2021,3,KENNEDY,45,1
844,2021,3,KENNEDY,46,1
845,2021,3,KENNEDY,48,1
846,2021,3,KENNEDY,79,2
847,2021,3,KENNEDY,81,1
848,2021,3,PUENTE ARANDA,108,1
849,2021,3,PUENTE ARANDA,111,1
850,2021,3,PUENTE ARANDA,40,1
851,2021,3,PUENTE ARANDA,41,1
852,2021,3,RAFAEL URIBE URIBE,39,1
853,2021,3,RAFAEL URIBE URIBE,53,1
854,2021,3,RAFAEL URIBE URIBE,54,0
855,2021,3,SANTA FE,91,2
856,2021,3,SANTA FE,92,1
857,2021,3,SANTA FE,93,2
858,2021,3,SUBA,17,1
859,2021,3,SUBA,18,2
860,2021,3,SUBA,19,1
861,2021,3,SUBA,2,2
862,2021,3,SUBA,20,1
863,2021,3,SUBA,23,0
864,2021,3,SUBA,24,2
865,2021,3,SUBA,25,1
866,2021,3,SUBA,27,0
867,2021,3,SUBA,28,1
868,2021,3,SUBA,3,1
869,2021,3,TEUSAQUILLO,100,1
870,2021,3,TEUSAQUILLO,101,1
871,2021,3,TEUSAQUILLO,106,1
872,2021,3,TEUSAQUILLO,107,2
873,2021,3,TUNJUELITO,42,1
874,2021,3,USAQUÃ‰N,10,0
875,2021,3,USAQUÃ‰N,11,1
876,2021,3,USAQUÃ‰N,12,1
877,2021,3,USAQUÃ‰N,13,2
878,2021,3,USAQUÃ‰N,14,2
879,2021,3,USAQUÃ‰N,15,1
880,2021,3,USAQUÃ‰N,16,2
881,2021,3,USAQUÃ‰N,9,0
882,2021,3,USME,56,0
883,2021,3,USME,57,0
884,2021,3,USME,58,1
885,2021,3,USME,61,0
886,2021,4,ANTONIO NARIÃ‘O,35,1
887,2021,4,ANTONIO NARIÃ‘O,38,1
888,2021,4,BARRIOS UNIDOS,103,1
889,2021,4,BARRIOS UNIDOS,21,1
890,2021,4,BARRIOS UNIDOS,22,1
891,2021,4,BARRIOS UNIDOS,98,2
892,2021,4,BOSA,49,1
893,2021,4,BOSA,84,0
894,2021,4,BOSA,85,1
895,2021,4,BOSA,86,1
896,2021,4,CANDELARIA,94,1
897,2021,4,CHAPINERO,88,1
898,2021,4,CHAPINERO,90,1
899,2021,4,CHAPINERO,97,2
900,2021,4,CHAPINERO,99,1
901,2021,4,KENNEDY,113,2
902,2021,4,KENNEDY,44,2
903,2021,4,KENNEDY,45,1
904,2021,4,KENNEDY,46,1
905,2021,4,KENNEDY,48,1
906,2021,4,KENNEDY,79,2
907,2021,4,KENNEDY,81,1
908,2021,4,PUENTE ARANDA,108,1
909,2021,4,PUENTE ARANDA,111,1
910,2021,4,PUENTE ARANDA,40,1
911,2021,4,PUENTE ARANDA,41,1
912,2021,4,RAFAEL URIBE URIBE,39,1
913,2021,4,RAFAEL URIBE URIBE,53,1
914,2021,4,RAFAEL URIBE URIBE,54,1
915,2021,4,SANTA FE,91,2
916,2021,4,SANTA FE,92,1
917,2021,4,SANTA FE,93,2
918,2021,4,SUBA,17,1
919,2021,4,SUBA,18,2
920,2021,4,SUBA,19,1
921,2021,4,SUBA,2,1
922,2021,4,SUBA,20,1
923,2021,4,SUBA,23,0
924,2021,4,SUBA,24,2
925,2021,4,SUBA,25,1
926,2021,4,SUBA,27,0
927,2021,4,SUBA,28,1
928,2021,4,SUBA,3,1
929,2021,4,TEUSAQUILLO,100,1
930,2021,4,TEUSAQUILLO,101,1
931,2021,4,TEUSAQUILLO,106,1
932,2021,4,TEUSAQUILLO,107,1
933,2021,4,TUNJUELITO,42,1
934,2021,4,USAQUÃ‰N,10,2
935,2021,4,USAQUÃ‰N,11,1
936,2021,4,USAQUÃ‰N,12,1
937,2021,4,USAQUÃ‰N,13,2
938,2021,4,USAQUÃ‰N,14,2
939,2021,4,USAQUÃ‰N,15,1
940,2021,4,USAQUÃ‰N,16,2
941,2021,4,USAQUÃ‰N,9,1
942,2021,4,USME,56,1
943,2021,4,USME,57,1
944,2021,4,USME,58,1
945,2021,4,USME,61,0
946,2021,5,ANTONIO NARIÃ‘O,35,1
947,2021,5,ANTONIO NARIÃ‘O,38,1
948,2021,5,BARRIOS UNIDOS,103,1
949,2021,5,BARRIOS UNIDOS,21,1
950,2021,5,BARRIOS UNIDOS,22,1
951,2021,5,BARRIOS UNIDOS,98,2
952,2021,5,BOSA,49,1
953,2021,5,BOSA,84,0
954,2021,5,BOSA,85,1
955,2021,5,BOSA,86,1
956,2021,5,CANDELARIA,94,1
957,2021,5,CHAPINERO,88,1
958,2021,5,CHAPINERO,90,1
959,2021,5,CHAPINERO,97,2
960,2021,5,CHAPINERO,99,1
961,2021,5,KENNEDY,113,2
962,2021,5,KENNEDY,44,2
963,2021,5,KENNEDY,45,1
964,2021,5,KENNEDY,46,1
965,2021,5,KENNEDY,48,1
966,2021,5,KENNEDY,79,0
967,2021,5,KENNEDY,81,1
968,2021,5,PUENTE ARANDA,108,1
969,2021,5,PUENTE ARANDA,111,1
970,2021,5,PUENTE ARANDA,40,1
971,2021,5,PUENTE ARANDA,41,1
972,2021,5,RAFAEL URIBE URIBE,39,1
973,2021,5,RAFAEL URIBE URIBE,53,1
974,2021,5,RAFAEL URIBE URIBE,54,1
975,2021,5,SANTA FE,91,2
976,2021,5,SANTA FE,92,1
977,2021,5,SANTA FE,93,2
978,2021,5,SUBA,17,1
979,2021,5,SUBA,18,2
980,2021,5,SUBA,19,1
981,2021,5,SUBA,2,1
982,2021,5,SUBA,20,1
983,2021,5,SUBA,23,0
984,2021,5,SUBA,24,2
985,2021,5,SUBA,25,1
986,2021,5,SUBA,27,0
987,2021,5,SUBA,28,1
988,2021,5,SUBA,3,0
989,2021,5,TEUSAQUILLO,100,1
990,2021,5,TEUSAQUILLO,101,1
991,2021,5,TEUSAQUILLO,106,1
992,2021,5,TEUSAQUILLO,107,2
993,2021,5,TUNJUELITO,42,1
994,2021,5,USAQUÃ‰N,10,2
995,2021,5,USAQUÃ‰N,11,0
996,2021,5,USAQUÃ‰N,12,1
997,2021,5,USAQUÃ‰N,13,2
998,2021,5,USAQUÃ‰N,14,2
999,2021,5,USAQUÃ‰N,15,1
1000,2021,5,USAQUÃ‰N,16,2
1001,2021,5,USAQUÃ‰N,9,1
1002,2021,5,USME,56,1
1003,2021,5,USME,57,0
1004,2021,5,USME,58,1
1005,2021,5,USME,61,0
1006,2021,6,ANTONIO NARIÃ‘O,35,1
1007,2021,6,ANTONIO NARIÃ‘O,38,1
1008,2021,6,BARRIOS UNIDOS,103,1
1009,2021,6,BARRIOS UNIDOS,21,1
1010,2021,6,BARRIOS UNIDOS,22,1
1011,2021,6,BARRIOS UNIDOS,98,2
1012,2021,6,BOSA,49,1
1013,2021,6,BOSA,84,0
1014,2021,6,BOSA,85,1
1015,2021,6,BOSA,86,1
1016,2021,6,CANDELARIA,94,1
1017,2021,6,CHAPINERO,88,1
1018,2021,6,CHAPINERO,90,1
1019,2021,6,CHAPINERO,97,2
1020,2021,6,CHAPINERO,99,1
1021,2021,6,KENNEDY,113,2
1022,2021,6,KENNEDY,44,2
1023,2021,6,KENNEDY,45,1
1024,2021,6,KENNEDY,46,1
1025,2021,6,KENNEDY,48,1
1026,2021,6,KENNEDY,79,2
1027,2021,6,KENNEDY,81,1
1028,2021,6,PUENTE ARANDA,108,1
1029,2021,6,PUENTE ARANDA,111,1
1030,2021,6,PUENTE ARANDA,40,1
1031,2021,6,PUENTE ARANDA,41,1
1032,2021,6,RAFAEL URIBE URIBE,39,1
1033,2021,6,RAFAEL URIBE URIBE,53,1
1034,2021,6,RAFAEL URIBE URIBE,54,0
1035,2021,6,SANTA FE,91,2
1036,2021,6,SANTA FE,92,1
1037,2021,6,SANTA FE,93,2
1038,2021,6,SUBA,17,1
1039,2021,6,SUBA,18,2
1040,2021,6,SUBA,19,1
1041,2021,6,SUBA,2,2
1042,2021,6,SUBA,20,1
1043,2021,6,SUBA,23,2
1044,2021,6,SUBA,24,2
1045,2021,6,SUBA,25,1
1046,2021,6,SUBA,27,0
1047,2021,6,SUBA,28,1
1048,2021,6,SUBA,3,1
1049,2021,6,TEUSAQUILLO,100,1
1050,2021,6,TEUSAQUILLO,101,1
1051,2021,6,TEUSAQUILLO,106,1
1052,2021,6,TEUSAQUILLO,107,2
1053,2021,6,TUNJUELITO,42,1
1054,2021,6,USAQUÃ‰N,10,2
1055,2021,6,USAQUÃ‰N,11,0
1056,2021,6,USAQUÃ‰N,12,1
1057,2021,6,USAQUÃ‰N,13,2
1058,2021,6,USAQUÃ‰N,14,2
1059,2021,6,USAQUÃ‰N,15,1
1060,2021,6,USAQUÃ‰N,16,2
1061,2021,6,USAQUÃ‰N,9,1
1062,2021,6,USME,56,1
1063,2021,6,USME,57,1
1064,2021,6,USME,58,1
1065,2021,6,USME,61,1
1066,2021,7,ANTONIO NARIÃ‘O,35,1
1067,2021,7,ANTONIO NARIÃ‘O,38,1
1068,2021,7,BARRIOS UNIDOS,103,1
1069,2021,7,BARRIOS UNIDOS,21,1
1070,2021,7,BARRIOS UNIDOS,22,0
1071,2021,7,BARRIOS UNIDOS,98,2
1072,2021,7,BOSA,49,0
1073,2021,7,BOSA,84,1
1074,2021,7,BOSA,85,1
1075,2021,7,BOSA,86,1
1076,2021,7,CANDELARIA,94,1
1077,2021,7,CHAPINERO,88,1
1078,2021,7,CHAPINERO,90,1
1079,2021,7,CHAPINERO,97,2
1080,2021,7,CHAPINERO,99,1
1081,2021,7,KENNEDY,113,2
1082,2021,7,KENNEDY,44,2
1083,2021,7,KENNEDY,45,1
1084,2021,7,KENNEDY,46,1
1085,2021,7,KENNEDY,48,1
1086,2021,7,KENNEDY,79,2
1087,2021,7,KENNEDY,81,1
1088,2021,7,PUENTE ARANDA,108,1
1089,2021,7,PUENTE ARANDA,111,1
1090,2021,7,PUENTE ARANDA,40,1
1091,2021,7,PUENTE ARANDA,41,1
1092,2021,7,RAFAEL URIBE URIBE,39,1
1093,2021,7,RAFAEL URIBE URIBE,53,1
1094,2021,7,RAFAEL URIBE URIBE,54,1
1095,2021,7,SANTA FE,91,2
1096,2021,7,SANTA FE,92,1
1097,2021,7,SANTA FE,93,2
1098,2021,7,SUBA,17,1
1099,2021,7,SUBA,18,2
1100,2021,7,SUBA,19,1
1101,2021,7,SUBA,2,2
1102,2021,7,SUBA,20,1
1103,2021,7,SUBA,23,2
1104,2021,7,SUBA,24,2
1105,2021,7,SUBA,25,1
1106,2021,7,SUBA,27,0
1107,2021,7,SUBA,28,1
1108,2021,7,SUBA,3,1
1109,2021,7,TEUSAQUILLO,100,1
1110,2021,7,TEUSAQUILLO,101,1
1111,2021,7,TEUSAQUILLO,106,1
1112,2021,7,TEUSAQUILLO,107,2
1113,2021,7,TUNJUELITO,42,1
1114,2021,7,USAQUÃ‰N,10,2
1115,2021,7,USAQUÃ‰N,11,1
1116,2021,7,USAQUÃ‰N,12,1
1117,2021,7,USAQUÃ‰N,13,2
1118,2021,7,USAQUÃ‰N,14,2
1119,2021,7,USAQUÃ‰N,15,1
1120,2021,7,USAQUÃ‰N,16,2
1121,2021,7,USAQUÃ‰N,9,1
1122,2021,7,USME,56,0
1123,2021,7,USME,57,0
1124,2021,7,USME,58,1
1125,2021,7,USME,61,0
1126,2021,8,ANTONIO NARIÃ‘O,35,1
1127,2021,8,ANTONIO NARIÃ‘O,38,1
1128,2021,8,BARRIOS UNIDOS,103,1
1129,2021,8,BARRIOS UNIDOS,21,1
1130,2021,8,BARRIOS UNIDOS,22,1
1131,2021,8,BARRIOS UNIDOS,98,2
1132,2021,8,BOSA,49,1
1133,2021,8,BOSA,84,1
1134,2021,8,BOSA,85,0
1135,2021,8,BOSA,86,1
1136,2021,8,CANDELARIA,94,1
1137,2021,8,CHAPINERO,88,1
1138,2021,8,CHAPINERO,90,1
1139,2021,8,CHAPINERO,97,2
1140,2021,8,CHAPINERO,99,1
1141,2021,8,KENNEDY,113,2
1142,2021,8,KENNEDY,44,2
1143,2021,8,KENNEDY,45,1
1144,2021,8,KENNEDY,46,2
1145,2021,8,KENNEDY,48,1
1146,2021,8,KENNEDY,79,2
1147,2021,8,KENNEDY,81,1
1148,2021,8,PUENTE ARANDA,108,1
1149,2021,8,PUENTE ARANDA,111,1
1150,2021,8,PUENTE ARANDA,40,1
1151,2021,8,PUENTE ARANDA,41,1
1152,2021,8,RAFAEL URIBE URIBE,39,1
1153,2021,8,RAFAEL URIBE URIBE,53,0
1154,2021,8,RAFAEL URIBE URIBE,54,1
1155,2021,8,SANTA FE,91,2
1156,2021,8,SANTA FE,92,1
1157,2021,8,SANTA FE,93,2
1158,2021,8,SUBA,17,1
1159,2021,8,SUBA,18,1
1160,2021,8,SUBA,19,1
1161,2021,8,SUBA,2,2
1162,2021,8,SUBA,20,1
1163,2021,8,SUBA,23,2
1164,2021,8,SUBA,24,2
1165,2021,8,SUBA,25,1
1166,2021,8,SUBA,27,0
1167,2021,8,SUBA,28,1
1168,2021,8,SUBA,3,2
